"date","geoRegion","ICU_AllPatients","ICU_Covid19Patients","ICU_Capacity","Total_AllPatients","Total_Covid19Patients","Total_Capacity","ICU_NonCovid19Patients","ICU_FreeCapacity","Total_NonCovid19Patients","Total_FreeCapacity","timeframe_14d","timeframe_28d","timeframe_phase2","timeframe_phase2b","timeframe_all","Total_Capacity_mean15d","Total_AllPatients_mean15d","Total_Covid19Patients_mean15d","Total_NonCovid19Patients_mean15d","Total_FreeCapacity_mean15d","ICU_Capacity_mean15d","ICU_AllPatients_mean15d","ICU_Covid19Patients_mean15d","ICU_NonCovid19Patients_mean15d","ICU_FreeCapacity_mean15d","type_variant","ICUPercent_AllPatients","ICUPercent_NonCovid19Patients","ICUPercent_Covid19Patients","ICUPercent_FreeCapacity","ICUPercent_Capacity","TotalPercent_AllPatients","TotalPercent_NonCovid19Patients","TotalPercent_Covid19Patients","TotalPercent_FreeCapacity","TotalPercent_Capacity","type","version"
2020-10-30,"FR",21,18,24,474,61,525,3,3,413,51,FALSE,FALSE,TRUE,TRUE,TRUE,530.8,474.8,104.4,370.4,56,24.33,20.53,15.8,4.73,3.8,"fp7d",87.5,12.5,75,12.5,100,90.3,78.7,11.6,9.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"GE",33,16,61,1987,446,2893,17,28,1541,906,FALSE,FALSE,TRUE,TRUE,TRUE,2822.13,1898.13,332.53,1565.6,924,55.73,36.93,17.07,19.87,18.8,"fp7d",54.1,27.9,26.2,45.9,100,68.7,53.3,15.4,31.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"GR",10,7,16,421,41,656,3,6,380,235,FALSE,FALSE,TRUE,TRUE,TRUE,656.07,413.07,39.6,373.47,243,17.27,12,6.53,5.47,5.27,"fp7d",62.5,18.8,43.8,37.5,100,64.2,57.9,6.2,35.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"JU",5,5,8,241,88,323,0,3,153,82,FALSE,FALSE,TRUE,TRUE,TRUE,323,252.8,77.13,175.67,70.2,7.8,5.13,5.13,0,2.67,"fp7d",62.5,0,62.5,37.5,100,74.6,47.4,27.2,25.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"LU",20,11,31,622,84,845,9,11,538,223,FALSE,FALSE,TRUE,TRUE,TRUE,999.87,771.07,83.27,687.8,228.8,46.87,30.27,13.4,16.87,16.6,"fp7d",64.5,29,35.5,35.5,100,73.6,63.7,9.9,26.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"NE",15,11,18,363,91,410,4,3,272,47,FALSE,FALSE,TRUE,TRUE,TRUE,414,359.8,90.53,269.27,54.2,18.07,13.8,11.67,2.13,4.27,"fp7d",83.3,22.2,61.1,16.7,100,88.5,66.3,22.2,11.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"NW",4,2,6,76,7,95,2,2,69,19,FALSE,FALSE,TRUE,TRUE,TRUE,88.53,61.4,7.73,53.67,27.13,6,3.6,1.4,2.2,2.4,"fp7d",66.7,33.3,33.3,33.3,100,80,72.6,7.4,20,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"OW",0,0,0,52,8,57,0,0,44,5,FALSE,FALSE,TRUE,TRUE,TRUE,63.53,49.33,7,42.33,14.2,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,91.2,77.2,14,8.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"SG",40,17,59,926,137,1308,23,19,789,382,FALSE,FALSE,TRUE,TRUE,TRUE,1307.07,982.27,139.93,842.33,324.8,57.73,39,19,20,18.73,"fp7d",67.8,39,28.8,32.2,100,70.8,60.3,10.5,29.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"SH",6,3,8,110,15,151,3,2,95,41,FALSE,FALSE,TRUE,TRUE,TRUE,140.4,119.13,15.93,103.2,21.27,8,6.13,2.67,3.47,1.87,"fp7d",75,37.5,37.5,25,100,72.8,62.9,9.9,27.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"SO",16,3,16,448,36,516,13,0,412,68,FALSE,FALSE,TRUE,TRUE,TRUE,512.67,441.13,38.93,402.2,71.53,18.33,16.73,5.67,11.07,1.6,"fp7d",100,81.2,18.8,0,100,86.8,79.8,7,13.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"SZ",10,3,11,234,42,312,7,1,192,78,FALSE,FALSE,TRUE,TRUE,TRUE,300.8,214.53,40.07,174.47,86.27,11,9.2,3.27,5.93,1.8,"fp7d",90.9,63.6,27.3,9.1,100,75,61.5,13.5,25,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"TG",16,6,37,80,41,125,10,21,39,45,FALSE,FALSE,TRUE,TRUE,TRUE,123.8,82.2,40.4,41.8,41.6,34.73,20.2,7.67,12.53,14.53,"fp7d",43.2,27,16.2,56.8,100,64,31.2,32.8,36,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"TI",22,4,51,644,62,844,18,29,582,200,FALSE,FALSE,TRUE,TRUE,TRUE,871.67,670.4,101.93,568.47,201.27,58,30.47,6.67,23.8,27.53,"fp7d",43.1,35.3,7.8,56.9,100,76.3,69,7.3,23.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"UR",3,2,6,52,7,81,1,3,45,29,FALSE,FALSE,TRUE,TRUE,TRUE,81,53.6,6.07,47.53,27.4,6,2.4,1.8,0.6,3.6,"fp7d",50,16.7,33.3,50,100,64.2,55.6,8.6,35.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"VD",77,43,92,1342,307,1779,34,15,1035,437,FALSE,FALSE,TRUE,TRUE,TRUE,1727.33,1222.47,292.93,929.53,504.87,103.53,81.93,45.27,36.67,21.6,"fp7d",83.7,37,46.7,16.3,100,75.4,58.2,17.3,24.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"VS",19,14,27,680,167,957,5,8,513,277,FALSE,FALSE,TRUE,TRUE,TRUE,825.27,630.27,152.67,477.6,195,29.27,22.47,15.33,7.13,6.8,"fp7d",70.4,18.5,51.9,29.6,100,71.1,53.6,17.5,28.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"ZG",4,3,8,168,33,240,1,4,135,72,FALSE,FALSE,TRUE,TRUE,TRUE,240.27,182.6,25.8,156.8,57.67,8,4.53,3,1.53,3.47,"fp7d",50,12.5,37.5,50,100,70,56.2,13.8,30,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-30,"ZH",204,32,306,3499,232,3822,172,102,3267,323,FALSE,FALSE,TRUE,TRUE,TRUE,3869.27,3393.53,224.2,3169.33,475.73,288.53,189.53,34,155.53,99,"fp7d",66.7,56.2,10.5,33.3,100,91.5,85.5,6.1,8.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"AG",38,13,52,716,85,1338,25,14,631,622,FALSE,FALSE,TRUE,TRUE,TRUE,1365,721.67,63.73,657.93,643.33,51.73,40.6,14.87,25.73,11.13,"fp7d",73.1,48.1,25,26.9,100,53.5,47.2,6.4,46.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"AI",0,0,0,9,4,27,0,0,5,18,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,33.3,18.5,14.8,66.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"AR",2,1,6,361,15,579,1,4,346,218,FALSE,FALSE,TRUE,TRUE,TRUE,515.4,340.27,18.33,321.93,175.13,6,2.87,2,0.87,3.13,"fp7d",33.3,16.7,16.7,66.7,100,62.3,59.8,2.6,37.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"BE",68,29,106,2253,221,3341,39,38,2032,1088,FALSE,FALSE,TRUE,TRUE,TRUE,3319.47,2326.27,235.47,2090.8,993.2,106.73,77.73,30.93,46.8,29,"fp7d",64.2,36.8,27.4,35.8,100,67.4,60.8,6.6,32.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"BL",14,6,17,554,32,627,8,3,522,73,FALSE,FALSE,TRUE,TRUE,TRUE,632.53,540.27,33.87,506.4,92.27,16.53,10.13,4.6,5.53,6.4,"fp7d",82.4,47.1,35.3,17.6,100,88.4,83.3,5.1,11.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"BS",37,14,50,590,35,1165,23,13,555,575,FALSE,FALSE,TRUE,TRUE,TRUE,1206.47,718.93,38,680.93,487.53,49.87,37.67,10.4,27.27,12.2,"fp7d",74,46,28,26,100,50.6,47.6,3,49.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"FR",23,19,24,474,61,525,4,1,413,51,FALSE,FALSE,TRUE,TRUE,TRUE,531.6,472.07,113.8,358.27,59.53,24.53,20.73,16.8,3.93,3.8,"fp7d",95.8,16.7,79.2,4.2,100,90.3,78.7,11.6,9.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"GE",37,17,53,1933,457,2871,20,16,1476,938,FALSE,FALSE,TRUE,TRUE,TRUE,2866.27,1912.2,368.53,1543.67,954.07,56.6,37.87,18.2,19.67,18.73,"fp7d",69.8,37.7,32.1,30.2,100,67.3,51.4,15.9,32.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"GR",10,7,16,419,43,656,3,6,376,237,FALSE,FALSE,TRUE,TRUE,TRUE,657.07,413.53,41.33,372.2,243.53,17.53,12.07,6.8,5.27,5.47,"fp7d",62.5,18.8,43.8,37.5,100,63.9,57.3,6.6,36.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"JU",5,5,8,256,90,323,0,3,166,67,FALSE,FALSE,TRUE,TRUE,TRUE,323,247.53,80.07,167.47,75.47,7.93,5.4,5.4,0,2.53,"fp7d",62.5,0,62.5,37.5,100,79.3,51.4,27.9,20.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"LU",24,14,31,571,84,823,10,7,487,252,FALSE,FALSE,TRUE,TRUE,TRUE,995.8,760.07,87.13,672.93,235.73,47.4,30.73,14.13,16.6,16.67,"fp7d",77.4,32.3,45.2,22.6,100,69.4,59.2,10.2,30.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"NE",14,14,20,355,97,410,0,6,258,55,FALSE,FALSE,TRUE,TRUE,TRUE,417.33,358.27,94.93,263.33,59.07,18.87,14.47,12.47,2,4.4,"fp7d",70,0,70,30,100,86.6,62.9,23.7,13.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"NW",4,2,6,48,9,95,2,2,39,47,FALSE,FALSE,TRUE,TRUE,TRUE,88.6,60.67,8.07,52.6,27.93,6,3.67,1.6,2.07,2.33,"fp7d",66.7,33.3,33.3,33.3,100,50.5,41.1,9.5,49.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"OW",0,0,0,41,8,57,0,0,33,16,FALSE,FALSE,TRUE,TRUE,TRUE,63.13,49.4,7.53,41.87,13.73,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,71.9,57.9,14,28.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"SG",35,20,59,867,140,1308,15,24,727,441,FALSE,FALSE,TRUE,TRUE,TRUE,1307.8,965.53,145.93,819.6,342.27,58.07,38.8,20.27,18.53,19.27,"fp7d",59.3,25.4,33.9,40.7,100,66.3,55.6,10.7,33.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"SH",6,3,8,110,15,151,3,2,95,41,FALSE,FALSE,TRUE,TRUE,TRUE,139.67,118.4,16.8,101.6,21.27,8,6.13,2.67,3.47,1.87,"fp7d",75,37.5,37.5,25,100,72.8,62.9,9.9,27.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"SO",16,3,16,423,42,516,13,0,381,93,FALSE,FALSE,TRUE,TRUE,TRUE,512,439.87,42.2,397.67,72.13,19,17.2,6.33,10.87,1.8,"fp7d",100,81.2,18.8,0,100,82,73.8,8.1,18,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"SZ",9,4,11,208,47,288,5,2,161,80,FALSE,FALSE,TRUE,TRUE,TRUE,299.47,211.73,40.73,171,87.73,11,9.07,3.27,5.8,1.93,"fp7d",81.8,45.5,36.4,18.2,100,72.2,55.9,16.3,27.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"TG",14,6,35,77,40,123,8,21,37,46,FALSE,FALSE,TRUE,TRUE,TRUE,124,84.4,42.73,41.67,39.6,34.4,20.27,7.93,12.33,14.13,"fp7d",40,22.9,17.1,60,100,62.6,30.1,32.5,37.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"TI",28,4,51,617,80,844,24,23,537,227,FALSE,FALSE,TRUE,TRUE,TRUE,881.53,675.73,117.73,558,205.8,58.07,31.27,7.8,23.47,26.8,"fp7d",54.9,47.1,7.8,45.1,100,73.1,63.6,9.5,26.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"UR",2,2,6,48,8,81,0,4,40,33,FALSE,FALSE,TRUE,TRUE,TRUE,81,52,6.2,45.8,29,6,2.4,1.87,0.53,3.6,"fp7d",33.3,0,33.3,66.7,100,59.3,49.4,9.9,40.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"VD",79,43,101,1289,329,1782,36,22,960,493,FALSE,FALSE,TRUE,TRUE,TRUE,1738.2,1241.4,314.87,926.53,496.8,107.87,85.6,48.8,36.8,22.27,"fp7d",78.2,35.6,42.6,21.8,100,72.3,53.9,18.5,27.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"VS",24,17,33,683,174,957,7,9,509,274,FALSE,FALSE,TRUE,TRUE,TRUE,865.2,658.33,168.6,489.73,206.87,29.93,23.6,16.73,6.87,6.33,"fp7d",72.7,21.2,51.5,27.3,100,71.4,53.2,18.2,28.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"ZG",6,4,8,164,29,240,2,2,135,76,FALSE,FALSE,TRUE,TRUE,TRUE,240.27,182.6,26.6,156,57.67,8,4.6,3.07,1.53,3.4,"fp7d",75,25,50,25,100,68.3,56.2,12.1,31.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-31,"ZH",205,36,306,3394,232,3815,169,101,3162,421,FALSE,FALSE,TRUE,TRUE,TRUE,3858.8,3389,238.6,3150.4,469.8,282.4,186.33,36.73,149.6,96.07,"fp7d",67,55.2,11.8,33,100,89,82.9,6.1,11,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"AG",36,14,52,700,88,1338,22,16,612,638,FALSE,FALSE,TRUE,TRUE,TRUE,1374.2,720.07,69.2,650.87,654.13,51.87,40.53,15.87,24.67,11.33,"fp7d",69.2,42.3,26.9,30.8,100,52.3,45.7,6.6,47.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"AI",0,0,0,12,5,27,0,0,7,15,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,44.4,25.9,18.5,55.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"AR",3,1,6,350,16,579,2,3,334,229,FALSE,FALSE,TRUE,TRUE,TRUE,523.8,346.87,18.8,328.07,176.93,6,3,2,1,3,"fp7d",50,33.3,16.7,50,100,60.4,57.7,2.8,39.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"BE",76,34,110,2298,239,3378,42,34,2059,1080,FALSE,FALSE,TRUE,TRUE,TRUE,3338.2,2315.87,251.2,2064.67,1022.33,106.93,77.4,33.47,43.93,29.53,"fp7d",69.1,38.2,30.9,30.9,100,68,61,7.1,32,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"BL",10,5,17,534,35,629,5,7,499,95,FALSE,FALSE,TRUE,TRUE,TRUE,633.07,538.27,36.2,502.07,94.8,16.6,10.13,4.67,5.47,6.47,"fp7d",58.8,29.4,29.4,41.2,100,84.9,79.3,5.6,15.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"BS",36,13,50,575,39,1165,23,14,536,590,FALSE,FALSE,TRUE,TRUE,TRUE,1215,731.33,41,690.33,483.67,49.87,36.8,11.27,25.53,13.07,"fp7d",72,46,26,28,100,49.4,46,3.3,50.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"FR",20,18,24,474,61,525,2,4,413,51,FALSE,FALSE,TRUE,TRUE,TRUE,532.4,469.33,123.2,346.13,63.07,24.73,20.8,17.67,3.13,3.93,"fp7d",83.3,8.3,75,16.7,100,90.3,78.7,11.6,9.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"GE",38,17,61,1936,474,2984,21,23,1462,1048,FALSE,FALSE,TRUE,TRUE,TRUE,2906.53,1925.6,414.13,1511.47,980.93,57.6,38.6,19.33,19.27,19,"fp7d",62.3,34.4,27.9,37.7,100,64.9,49,15.9,35.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"GR",10,7,16,428,55,656,3,6,373,228,FALSE,FALSE,TRUE,TRUE,TRUE,658.07,414.6,43.4,371.2,243.47,17.8,12.27,7.07,5.2,5.53,"fp7d",62.5,18.8,43.8,37.5,100,65.2,56.9,8.4,34.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"JU",6,6,8,273,90,323,0,2,183,50,FALSE,FALSE,TRUE,TRUE,TRUE,323,241.87,83.53,158.33,81.13,8,5.73,5.73,0,2.27,"fp7d",75,0,75,25,100,84.5,56.7,27.9,15.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"LU",22,15,31,582,99,823,7,9,483,241,FALSE,FALSE,TRUE,TRUE,TRUE,994.8,748.93,90.47,658.47,245.87,47.93,31.47,14.93,16.53,16.47,"fp7d",71,22.6,48.4,29,100,70.7,58.7,12,29.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"NE",16,13,21,358,102,410,3,5,256,52,FALSE,FALSE,TRUE,TRUE,TRUE,420.67,359.33,100,259.33,61.33,19.67,15.2,13.27,1.93,4.47,"fp7d",76.2,14.3,61.9,23.8,100,87.3,62.4,24.9,12.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"NW",3,2,6,48,6,95,1,3,42,47,FALSE,FALSE,TRUE,TRUE,TRUE,88.67,60.2,8.47,51.73,28.47,6,3.73,1.73,2,2.27,"fp7d",50,16.7,33.3,50,100,50.5,44.2,6.3,49.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"OW",0,0,0,41,8,57,0,0,33,16,FALSE,FALSE,TRUE,TRUE,TRUE,62.73,49.47,8.2,41.27,13.27,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,71.9,57.9,14,28.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"SG",34,20,59,815,147,1308,14,25,668,493,FALSE,FALSE,TRUE,TRUE,TRUE,1308.53,947.4,152,795.4,361.13,58.4,38.33,21.4,16.93,20.07,"fp7d",57.6,23.7,33.9,42.4,100,62.3,51.1,11.2,37.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"SH",6,3,8,110,15,151,3,2,95,41,FALSE,FALSE,TRUE,TRUE,TRUE,138.93,117.67,17.67,100,21.27,8,6.13,2.67,3.47,1.87,"fp7d",75,37.5,37.5,25,100,72.8,62.9,9.9,27.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"SO",17,9,18,410,52,516,8,1,358,106,FALSE,FALSE,TRUE,TRUE,TRUE,511.33,437.87,45.2,392.67,73.47,19.67,17.67,6.93,10.73,2,"fp7d",94.4,44.4,50,5.6,100,79.5,69.4,10.1,20.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"SZ",6,3,11,188,54,288,3,5,134,100,FALSE,FALSE,TRUE,TRUE,TRUE,298.13,209.73,41.2,168.53,88.4,11,9,3.27,5.73,2,"fp7d",54.5,27.3,27.3,45.5,100,65.3,46.5,18.8,34.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"TG",18,8,33,79,47,121,10,15,32,42,FALSE,FALSE,TRUE,TRUE,TRUE,124.27,86.13,45.13,41,38.13,34.07,20.2,8.33,11.87,13.87,"fp7d",54.5,30.3,24.2,45.5,100,65.3,26.4,38.8,34.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"TI",24,4,51,597,77,834,20,27,520,237,FALSE,FALSE,TRUE,TRUE,TRUE,890.27,679.73,133.93,545.8,210.53,58.13,31.87,9.07,22.8,26.27,"fp7d",47.1,39.2,7.8,52.9,100,71.6,62.4,9.2,28.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"UR",2,2,6,39,8,81,0,4,31,42,FALSE,FALSE,TRUE,TRUE,TRUE,81,50.27,6.33,43.93,30.73,6,2.33,1.93,0.4,3.67,"fp7d",33.3,0,33.3,66.7,100,48.1,38.3,9.9,51.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"VD",85,48,106,1353,364,1782,37,21,989,429,FALSE,FALSE,TRUE,TRUE,TRUE,1748.53,1262.8,337.47,925.33,485.73,111.93,89.53,52.33,37.2,22.4,"fp7d",80.2,34.9,45.3,19.8,100,75.9,55.5,20.4,24.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"VS",18,15,33,688,194,957,3,15,494,269,FALSE,FALSE,TRUE,TRUE,TRUE,903.8,685.07,185.73,499.33,218.73,30.6,24.47,18,6.47,6.13,"fp7d",54.5,9.1,45.5,45.5,100,71.9,51.6,20.3,28.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"ZG",5,4,8,161,31,240,1,3,130,79,FALSE,FALSE,TRUE,TRUE,TRUE,240.27,180.8,27.4,153.4,59.47,8,4.6,3.2,1.4,3.4,"fp7d",62.5,12.5,50,37.5,100,67.1,54.2,12.9,32.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-01,"ZH",189,38,306,3268,262,3801,151,117,3006,533,FALSE,FALSE,TRUE,TRUE,TRUE,3855,3391.67,253.8,3137.87,463.33,276.2,183.2,39.8,143.4,93,"fp7d",61.8,49.3,12.4,38.2,100,86,79.1,6.9,14,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"AG",38,14,52,668,70,1313,24,14,598,645,FALSE,FALSE,TRUE,TRUE,TRUE,1377,715.6,74,641.6,661.4,52,40.6,16.87,23.73,11.4,"fp7d",73.1,46.2,26.9,26.9,100,50.9,45.5,5.3,49.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"AI",0,0,0,14,5,15,0,0,9,1,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,93.3,60,33.3,6.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"AR",4,2,6,377,19,579,2,2,358,202,FALSE,FALSE,TRUE,TRUE,TRUE,532.2,353.07,18.6,334.47,179.13,6,3.13,2,1.13,2.87,"fp7d",66.7,33.3,33.3,33.3,100,65.1,61.8,3.3,34.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"BE",73,35,105,2319,311,3385,38,32,2008,1066,FALSE,FALSE,TRUE,TRUE,TRUE,3356.4,2316.4,268,2048.4,1040,107.13,78.2,35.93,42.27,28.93,"fp7d",69.5,36.2,33.3,30.5,100,68.5,59.3,9.2,31.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"BL",10,5,17,488,34,624,5,7,454,136,FALSE,FALSE,TRUE,TRUE,TRUE,633.13,537.73,39.13,498.6,95.4,16.67,10,4.73,5.27,6.67,"fp7d",58.8,29.4,29.4,41.2,100,78.2,72.8,5.4,21.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"BS",35,12,50,636,50,1165,23,15,586,529,FALSE,FALSE,TRUE,TRUE,TRUE,1224.47,746.93,44.4,702.53,477.53,49.87,36.2,12.2,24,13.67,"fp7d",70,46,24,30,100,54.6,50.3,4.3,45.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"FR",20,19,24,492,175,525,1,4,317,33,FALSE,FALSE,TRUE,TRUE,TRUE,533.33,467.13,132.47,334.67,66.2,25.07,21.13,18.47,2.67,3.93,"fp7d",83.3,4.2,79.2,16.7,100,93.7,60.4,33.3,6.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"GE",39,19,61,1998,492,3019,20,22,1506,1021,FALSE,FALSE,TRUE,TRUE,TRUE,2943.87,1943.4,452.67,1490.73,1000.47,58.6,39.53,20.4,19.13,19.07,"fp7d",63.9,32.8,31.1,36.1,100,66.2,49.9,16.3,33.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"GR",15,8,19,408,50,656,7,4,358,248,FALSE,FALSE,TRUE,TRUE,TRUE,659.07,415.13,45.2,369.93,243.93,18.07,12.4,7.27,5.13,5.67,"fp7d",78.9,36.8,42.1,21.1,100,62.2,54.6,7.6,37.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"JU",6,6,8,243,95,323,0,2,148,80,FALSE,FALSE,TRUE,TRUE,TRUE,323,239.4,85.47,153.93,83.6,8,6.07,6.07,0,1.93,"fp7d",75,0,75,25,100,75.2,45.8,29.4,24.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-11-02,"LU",22,15,33,604,104,838,7,11,500,234,FALSE,FALSE,TRUE,TRUE,TRUE,992.47,740.8,94.27,646.53,251.67,48.47,32.27,15.73,16.53,16.2,"fp7d",66.7,21.2,45.5,33.3,100,72.1,59.7,12.4,27.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
