"date","geoRegion","ICU_AllPatients","ICU_Covid19Patients","ICU_Capacity","Total_AllPatients","Total_Covid19Patients","Total_Capacity","ICU_NonCovid19Patients","ICU_FreeCapacity","Total_NonCovid19Patients","Total_FreeCapacity","timeframe_14d","timeframe_28d","timeframe_phase2","timeframe_phase2b","timeframe_all","Total_Capacity_mean15d","Total_AllPatients_mean15d","Total_Covid19Patients_mean15d","Total_NonCovid19Patients_mean15d","Total_FreeCapacity_mean15d","ICU_Capacity_mean15d","ICU_AllPatients_mean15d","ICU_Covid19Patients_mean15d","ICU_NonCovid19Patients_mean15d","ICU_FreeCapacity_mean15d","type_variant","ICUPercent_AllPatients","ICUPercent_NonCovid19Patients","ICUPercent_Covid19Patients","ICUPercent_FreeCapacity","ICUPercent_Capacity","TotalPercent_AllPatients","TotalPercent_NonCovid19Patients","TotalPercent_Covid19Patients","TotalPercent_FreeCapacity","TotalPercent_Capacity","type","version"
2020-08-13,"UR",4,0,6,60,0,81,4,2,60,21,FALSE,FALSE,TRUE,FALSE,TRUE,81,54.13,0,54.13,26.87,6,2.4,0,2.4,3.6,"fp7d",66.7,66.7,0,33.3,100,74.1,74.1,0,25.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"VD",64,6,90,1129,25,1661,58,26,1104,532,FALSE,FALSE,TRUE,FALSE,TRUE,1644,1076.4,21.13,1055.27,567.6,90,58.53,5.53,53,31.47,"fp7d",71.1,64.4,6.7,28.9,100,68,66.5,1.5,32,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"VS",7,0,15,36,1,81,7,8,35,45,FALSE,FALSE,TRUE,FALSE,TRUE,139.2,81.47,0.93,80.53,57.73,17.4,10.27,0,10.27,7.13,"fp7d",46.7,46.7,0,53.3,100,44.4,43.2,1.2,55.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"ZG",5,0,8,131,0,190,5,3,131,59,FALSE,FALSE,TRUE,FALSE,TRUE,194.6,128.4,0.8,127.6,66.2,8,4.47,0.2,4.27,3.53,"fp7d",62.5,62.5,0,37.5,100,68.9,68.9,0,31.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"ZH",209,6,305,3273,32,3920,203,96,3241,647,FALSE,FALSE,TRUE,FALSE,TRUE,3920.33,3139.73,28.8,3110.93,780.6,304.07,188.13,5.8,182.33,115.93,"fp7d",68.5,66.6,2,31.5,100,83.5,82.7,0.8,16.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"AG",37,4,50,812,10,1441,33,13,802,629,FALSE,FALSE,TRUE,FALSE,TRUE,1414.07,735.27,9.07,726.2,678.8,49.87,34.27,3.33,30.93,15.6,"fp7d",74,66,8,26,100,56.3,55.7,0.7,43.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"AI",0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"AR",0,0,10,185,2,391,0,10,183,206,FALSE,FALSE,TRUE,FALSE,TRUE,258.47,120.4,2.07,118.33,138.07,10,0.27,0.27,0,9.73,"fp7d",0,0,0,100,100,47.3,46.8,0.5,52.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"BE",65,1,102,2159,7,3127,64,37,2152,968,FALSE,FALSE,TRUE,FALSE,TRUE,3097.2,2075.33,8.4,2066.93,1021.87,104.33,64.13,1.67,62.47,40.2,"fp7d",63.7,62.7,1,36.3,100,69,68.8,0.2,31,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"BL",12,1,15,541,1,640,11,3,540,99,FALSE,FALSE,TRUE,FALSE,TRUE,640,528.73,1.07,527.67,111.27,15.2,11.73,0.6,11.13,3.47,"fp7d",80,73.3,6.7,20,100,84.5,84.4,0.2,15.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"BS",43,0,50,691,2,1180,43,7,689,489,FALSE,FALSE,TRUE,FALSE,TRUE,1165.27,660.27,4.07,656.2,505,49.47,39,0.07,38.93,10.47,"fp7d",86,86,0,14,100,58.6,58.4,0.2,41.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"FR",18,1,24,430,2,500,17,6,428,70,FALSE,FALSE,TRUE,FALSE,TRUE,500,440.33,2,438.33,59.67,24,14.53,1,13.53,9.47,"fp7d",75,70.8,4.2,25,100,86,85.6,0.4,14,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"GE",23,2,40,62,3,2656,21,17,59,2594,FALSE,FALSE,TRUE,FALSE,TRUE,2656,64,2.6,61.4,2592,40,22.6,1.33,21.27,17.4,"fp7d",57.5,52.5,5,42.5,100,2.3,2.2,0.1,97.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"GR",14,0,20,394,0,536,14,6,394,142,FALSE,FALSE,TRUE,FALSE,TRUE,559.67,395.73,0.67,395.07,163.93,19.8,13,0,13,6.8,"fp7d",70,70,0,30,100,73.5,73.5,0,26.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"JU",2,0,6,281,0,323,2,4,281,42,FALSE,FALSE,TRUE,FALSE,TRUE,323,265.2,0,265.2,57.8,6,2.27,0,2.27,3.73,"fp7d",33.3,33.3,0,66.7,100,87,87,0,13,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"LU",27,2,36,680,9,860,25,9,671,180,FALSE,FALSE,TRUE,FALSE,TRUE,873.4,668.33,11.33,657,205.07,37.07,28,3.2,24.8,9.07,"fp7d",75,69.4,5.6,25,100,79.1,78,1,20.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"NE",4,0,10,280,0,428,4,6,280,148,FALSE,FALSE,TRUE,FALSE,TRUE,428,304.07,0.53,303.53,123.93,10,4.8,0.27,4.53,5.2,"fp7d",40,40,0,60,100,65.4,65.4,0,34.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"NW",1,0,6,54,0,87,1,5,54,33,FALSE,FALSE,TRUE,FALSE,TRUE,87,54.93,0,54.93,32.07,5.73,1.93,0,1.93,3.8,"fp7d",16.7,16.7,0,83.3,100,62.1,62.1,0,37.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"OW",0,0,0,33,0,67,0,0,33,34,FALSE,FALSE,TRUE,FALSE,TRUE,67,33.93,0.2,33.73,33.07,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,49.3,49.3,0,50.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"SG",36,6,55,1002,13,1325,30,19,989,323,FALSE,FALSE,TRUE,FALSE,TRUE,1325,992.93,10,982.93,332.07,55,39,5.13,33.87,16,"fp7d",65.5,54.5,10.9,34.5,100,75.6,74.6,1,24.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"SH",3,2,5,95,4,164,1,2,91,69,FALSE,FALSE,TRUE,FALSE,TRUE,164,99.07,5.87,93.2,64.93,5.07,4.27,1.2,3.07,0.8,"fp7d",60,20,40,40,100,57.9,55.5,2.4,42.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"SO",9,0,16,408,1,516,9,7,407,108,FALSE,FALSE,TRUE,FALSE,TRUE,516,409.07,2.6,406.47,106.93,16.67,10.8,0,10.8,5.87,"fp7d",56.2,56.2,0,43.8,100,79.1,78.9,0.2,20.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"SZ",7,1,11,202,4,312,6,4,198,110,FALSE,FALSE,TRUE,FALSE,TRUE,312,192.47,3,189.47,119.53,11,7.07,0.67,6.4,3.93,"fp7d",63.6,54.5,9.1,36.4,100,64.7,63.5,1.3,35.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"TG",17,1,38,43,9,126,16,21,34,83,FALSE,FALSE,TRUE,FALSE,TRUE,126,44.13,4.07,40.07,81.87,38,18.73,0.93,17.8,19.27,"fp7d",44.7,42.1,2.6,55.3,100,34.1,27,7.1,65.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"TI",27,0,51,634,1,809,27,24,633,175,FALSE,FALSE,TRUE,FALSE,TRUE,802.87,629.8,1.8,628,173.07,51,22.27,0,22.27,28.73,"fp7d",52.9,52.9,0,47.1,100,78.4,78.2,0.1,21.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"UR",2,0,6,58,0,81,2,4,58,23,FALSE,FALSE,TRUE,FALSE,TRUE,81,53.93,0,53.93,27.07,6,2.2,0,2.2,3.8,"fp7d",33.3,33.3,0,66.7,100,71.6,71.6,0,28.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"VD",64,6,90,1132,27,1661,58,26,1105,529,FALSE,FALSE,TRUE,FALSE,TRUE,1642.67,1082,21.4,1060.6,560.67,89.93,59.47,5.53,53.93,30.47,"fp7d",71.1,64.4,6.7,28.9,100,68.2,66.5,1.6,31.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"VS",7,0,15,36,1,81,7,8,35,45,FALSE,FALSE,TRUE,FALSE,TRUE,119.8,66.53,1.07,65.47,53.27,16.6,10.07,0,10.07,6.53,"fp7d",46.7,46.7,0,53.3,100,44.4,43.2,1.2,55.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"ZG",4,1,8,126,3,190,3,4,123,64,FALSE,FALSE,TRUE,FALSE,TRUE,193.87,128.8,0.73,128.07,65.07,8,4.27,0.2,4.07,3.73,"fp7d",50,37.5,12.5,50,100,66.3,64.7,1.6,33.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-14,"ZH",184,6,304,3161,27,3916,178,120,3134,755,FALSE,FALSE,TRUE,FALSE,TRUE,3925.33,3150.93,28.67,3122.27,774.4,304.13,188.07,6,182.07,116.07,"fp7d",60.5,58.6,2,39.5,100,80.7,80,0.7,19.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"AG",38,4,49,813,10,1441,34,11,803,628,FALSE,FALSE,TRUE,FALSE,TRUE,1412.6,743.27,8.8,734.47,669.33,49.87,35.13,3.2,31.93,14.73,"fp7d",77.6,69.4,8.2,22.4,100,56.4,55.7,0.7,43.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"AI",0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"AR",0,0,10,185,2,391,0,10,183,206,FALSE,FALSE,TRUE,FALSE,TRUE,275.13,131,2.13,128.87,144.13,10,0.27,0.27,0,9.73,"fp7d",0,0,0,100,100,47.3,46.8,0.5,52.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"BE",65,1,102,1970,7,3127,64,37,1963,1157,FALSE,FALSE,TRUE,FALSE,TRUE,3093.93,2085.6,8,2077.6,1008.33,105.13,65.27,1.67,63.6,39.87,"fp7d",63.7,62.7,1,36.3,100,63,62.8,0.2,37,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"BL",12,1,15,539,1,640,11,3,538,101,FALSE,FALSE,TRUE,FALSE,TRUE,640,530,1.07,528.93,110,15.13,11.73,0.67,11.07,3.4,"fp7d",80,73.3,6.7,20,100,84.2,84.1,0.2,15.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"BS",43,0,50,691,2,1180,43,7,689,489,FALSE,FALSE,TRUE,FALSE,TRUE,1165.27,660.53,4.4,656.13,504.73,49.47,39,0.13,38.87,10.47,"fp7d",86,86,0,14,100,58.6,58.4,0.2,41.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"FR",18,1,24,430,2,500,17,6,428,70,FALSE,FALSE,TRUE,FALSE,TRUE,500,441.87,2.07,439.8,58.13,24,15,1,14,9,"fp7d",75,70.8,4.2,25,100,86,85.6,0.4,14,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"GE",23,2,40,62,3,2656,21,17,59,2594,FALSE,FALSE,TRUE,FALSE,TRUE,2656,63.8,2.33,61.47,2592.2,40,22.87,1.2,21.67,17.13,"fp7d",57.5,52.5,5,42.5,100,2.3,2.2,0.1,97.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"GR",14,0,20,396,0,536,14,6,396,140,FALSE,FALSE,TRUE,FALSE,TRUE,564.8,394.47,0.8,393.67,170.33,19.8,13.4,0,13.4,6.4,"fp7d",70,70,0,30,100,73.9,73.9,0,26.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"JU",2,0,6,281,0,323,2,4,281,42,FALSE,FALSE,TRUE,FALSE,TRUE,323,265.13,0,265.13,57.87,6,2.27,0,2.27,3.73,"fp7d",33.3,33.3,0,66.7,100,87,87,0,13,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"LU",27,2,36,690,8,860,25,9,682,170,FALSE,FALSE,TRUE,FALSE,TRUE,859.53,661.4,10.87,650.53,198.13,36,27.2,2.93,24.27,8.8,"fp7d",75,69.4,5.6,25,100,80.2,79.3,0.9,19.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"NE",4,0,10,280,0,428,4,6,280,148,FALSE,FALSE,TRUE,FALSE,TRUE,428,304.13,0.4,303.73,123.87,10,4.93,0.2,4.73,5.07,"fp7d",40,40,0,60,100,65.4,65.4,0,34.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"NW",1,0,6,54,0,87,1,5,54,33,FALSE,FALSE,TRUE,FALSE,TRUE,87,55.73,0,55.73,31.27,5.73,1.67,0,1.67,4.07,"fp7d",16.7,16.7,0,83.3,100,62.1,62.1,0,37.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"OW",0,0,0,33,0,67,0,0,33,34,FALSE,FALSE,TRUE,FALSE,TRUE,67,34.8,0.27,34.53,32.2,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,49.3,49.3,0,50.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"SG",37,6,55,1002,13,1325,31,18,989,323,FALSE,FALSE,TRUE,FALSE,TRUE,1325,993.47,9.93,983.53,331.53,55,38.67,5.13,33.53,16.33,"fp7d",67.3,56.4,10.9,32.7,100,75.6,74.6,1,24.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"SH",4,1,4,95,4,164,3,0,91,69,FALSE,FALSE,TRUE,FALSE,TRUE,164,99.73,5.6,94.13,64.27,5.07,4.4,1.07,3.33,0.67,"fp7d",100,75,25,0,100,57.9,55.5,2.4,42.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"SO",9,0,16,419,1,516,9,7,418,97,FALSE,FALSE,TRUE,FALSE,TRUE,516,412.67,2.4,410.27,103.33,16.67,11,0,11,5.67,"fp7d",56.2,56.2,0,43.8,100,81.2,81,0.2,18.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"SZ",7,1,11,202,4,312,6,4,198,110,FALSE,FALSE,TRUE,FALSE,TRUE,312,192.87,3.2,189.67,119.13,11,7.2,0.73,6.47,3.8,"fp7d",63.6,54.5,9.1,36.4,100,64.7,63.5,1.3,35.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"TG",20,2,38,46,8,126,18,18,38,80,FALSE,FALSE,TRUE,FALSE,TRUE,126,44.2,4.27,39.93,81.8,38,19,1,18,19,"fp7d",52.6,47.4,5.3,47.4,100,36.5,30.2,6.3,63.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"TI",27,0,51,609,1,784,27,24,608,175,FALSE,FALSE,TRUE,FALSE,TRUE,801.6,628.07,1.73,626.33,173.53,51,22.47,0,22.47,28.53,"fp7d",52.9,52.9,0,47.1,100,77.7,77.6,0.1,22.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"UR",2,0,6,58,0,81,2,4,58,23,FALSE,FALSE,TRUE,FALSE,TRUE,81,53.67,0,53.67,27.33,6,2,0,2,4,"fp7d",33.3,33.3,0,66.7,100,71.6,71.6,0,28.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"VD",61,6,90,1108,27,1661,55,29,1081,553,FALSE,FALSE,TRUE,FALSE,TRUE,1641.33,1092.53,21.93,1070.6,548.8,89.87,60.67,5.6,55.07,29.2,"fp7d",67.8,61.1,6.7,32.2,100,66.7,65.1,1.6,33.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"VS",7,0,15,36,1,81,7,8,35,45,FALSE,FALSE,TRUE,FALSE,TRUE,100.4,51.6,1.2,50.4,48.8,15.8,9.87,0,9.87,5.93,"fp7d",46.7,46.7,0,53.3,100,44.4,43.2,1.2,55.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"ZG",4,1,8,126,3,190,3,4,123,64,FALSE,FALSE,TRUE,FALSE,TRUE,193.13,128.8,0.73,128.07,64.33,8,4.07,0.2,3.87,3.93,"fp7d",50,37.5,12.5,50,100,66.3,64.7,1.6,33.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-15,"ZH",184,6,304,3161,27,3916,178,120,3134,755,FALSE,FALSE,TRUE,FALSE,TRUE,3930.33,3169.6,28.6,3141,760.73,304.2,187.53,6.2,181.33,116.67,"fp7d",60.5,58.6,2,39.5,100,80.7,80,0.7,19.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"AG",37,4,49,812,10,1441,33,12,802,629,FALSE,FALSE,TRUE,FALSE,TRUE,1411.13,751.27,8.53,742.73,659.87,49.87,36,3.07,32.93,13.87,"fp7d",75.5,67.3,8.2,24.5,100,56.3,55.7,0.7,43.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"AI",0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"AR",0,0,10,185,2,391,0,10,183,206,FALSE,FALSE,TRUE,FALSE,TRUE,291.8,141.6,2.2,139.4,150.2,10,0.27,0.27,0,9.73,"fp7d",0,0,0,100,100,47.3,46.8,0.5,52.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"BE",65,1,102,1976,7,3127,64,37,1969,1151,FALSE,FALSE,TRUE,FALSE,TRUE,3090.67,2098.8,7.6,2091.2,991.87,105.93,67,1.67,65.33,38.93,"fp7d",63.7,62.7,1,36.3,100,63.2,63,0.2,36.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"BL",12,1,15,538,1,640,11,3,537,102,FALSE,FALSE,TRUE,FALSE,TRUE,640,531,1.07,529.93,109,15.07,11.73,0.73,11,3.33,"fp7d",80,73.3,6.7,20,100,84.1,83.9,0.2,15.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"BS",43,0,50,691,2,1180,43,7,689,489,FALSE,FALSE,TRUE,FALSE,TRUE,1165.27,660.8,4.73,656.07,504.47,49.47,39,0.2,38.8,10.47,"fp7d",86,86,0,14,100,58.6,58.4,0.2,41.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"FR",18,1,24,430,2,500,17,6,428,70,FALSE,FALSE,TRUE,FALSE,TRUE,500,443.4,2.13,441.27,56.6,24,15.47,1,14.47,8.53,"fp7d",75,70.8,4.2,25,100,86,85.6,0.4,14,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"GE",23,2,40,62,3,2656,21,17,59,2594,FALSE,FALSE,TRUE,FALSE,TRUE,2656,63.6,2.07,61.53,2592.4,40,23.13,1.07,22.07,16.87,"fp7d",57.5,52.5,5,42.5,100,2.3,2.2,0.1,97.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"GR",14,0,20,395,0,536,14,6,395,141,FALSE,FALSE,TRUE,FALSE,TRUE,569.93,392.8,0.93,391.87,177.13,19.8,13.8,0,13.8,6,"fp7d",70,70,0,30,100,73.7,73.7,0,26.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"JU",2,0,6,281,0,323,2,4,281,42,FALSE,FALSE,TRUE,FALSE,TRUE,323,265.07,0,265.07,57.93,6,2.27,0,2.27,3.73,"fp7d",33.3,33.3,0,66.7,100,87,87,0,13,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"LU",27,2,36,635,7,860,25,9,628,225,FALSE,FALSE,TRUE,FALSE,TRUE,858.07,662.27,10.67,651.6,195.8,36,27.13,3,24.13,8.87,"fp7d",75,69.4,5.6,25,100,73.8,73,0.8,26.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"NE",4,0,10,280,0,428,4,6,280,148,FALSE,FALSE,TRUE,FALSE,TRUE,428,304.2,0.27,303.93,123.8,10,5.07,0.13,4.93,4.93,"fp7d",40,40,0,60,100,65.4,65.4,0,34.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"NW",1,0,6,54,0,87,1,5,54,33,FALSE,FALSE,TRUE,FALSE,TRUE,87,56.53,0,56.53,30.47,5.73,1.4,0,1.4,4.33,"fp7d",16.7,16.7,0,83.3,100,62.1,62.1,0,37.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"OW",0,0,0,33,0,67,0,0,33,34,FALSE,FALSE,TRUE,FALSE,TRUE,67,35.67,0.33,35.33,31.33,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,49.3,49.3,0,50.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"SG",37,6,55,1002,13,1325,31,18,989,323,FALSE,FALSE,TRUE,FALSE,TRUE,1325,994,9.87,984.13,331,55,38.33,5.13,33.2,16.67,"fp7d",67.3,56.4,10.9,32.7,100,75.6,74.6,1,24.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"SH",4,1,4,95,4,164,3,0,91,69,FALSE,FALSE,TRUE,FALSE,TRUE,164,100.4,5.33,95.07,63.6,5.07,4.53,0.93,3.6,0.53,"fp7d",100,75,25,0,100,57.9,55.5,2.4,42.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"SO",9,0,16,413,1,516,9,7,412,103,FALSE,FALSE,TRUE,FALSE,TRUE,516,416.53,2.2,414.33,99.47,16.67,11.2,0,11.2,5.47,"fp7d",56.2,56.2,0,43.8,100,80,79.8,0.2,20,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"SZ",7,1,11,202,4,312,6,4,198,110,FALSE,FALSE,TRUE,FALSE,TRUE,312,193.27,3.4,189.87,118.73,11,7.33,0.8,6.53,3.67,"fp7d",63.6,54.5,9.1,36.4,100,64.7,63.5,1.3,35.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"TG",19,1,38,45,8,126,18,19,37,81,FALSE,FALSE,TRUE,FALSE,TRUE,126,44.6,4.47,40.13,81.4,38,19.6,1.07,18.53,18.4,"fp7d",50,47.4,2.6,50,100,35.7,29.4,6.3,64.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"TI",27,0,51,601,1,776,27,24,600,175,FALSE,FALSE,TRUE,FALSE,TRUE,800.2,626.2,1.67,624.53,174,51,22.67,0,22.67,28.33,"fp7d",52.9,52.9,0,47.1,100,77.4,77.3,0.1,22.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"UR",2,0,6,58,0,81,2,4,58,23,FALSE,FALSE,TRUE,FALSE,TRUE,81,53.4,0,53.4,27.6,6,1.8,0,1.8,4.2,"fp7d",33.3,33.3,0,66.7,100,71.6,71.6,0,28.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"VD",61,6,90,1108,27,1661,55,29,1081,553,FALSE,FALSE,TRUE,FALSE,TRUE,1640,1103.07,22.47,1080.6,536.93,89.8,61.87,5.67,56.2,27.93,"fp7d",67.8,61.1,6.7,32.2,100,66.7,65.1,1.6,33.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"VS",7,0,15,36,1,81,7,8,35,45,FALSE,FALSE,TRUE,FALSE,TRUE,81,36.67,1.33,35.33,44.33,15,9.67,0,9.67,5.33,"fp7d",46.7,46.7,0,53.3,100,44.4,43.2,1.2,55.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"ZG",4,1,8,126,3,190,3,4,123,64,FALSE,FALSE,TRUE,FALSE,TRUE,192.4,128.8,0.73,128.07,63.6,8,3.87,0.2,3.67,4.13,"fp7d",50,37.5,12.5,50,100,66.3,64.7,1.6,33.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-16,"ZH",184,6,304,3161,27,3916,178,120,3134,755,FALSE,FALSE,TRUE,FALSE,TRUE,3935.33,3188.27,28.53,3159.73,747.07,304.27,187,6.4,180.6,117.27,"fp7d",60.5,58.6,2,39.5,100,80.7,80,0.7,19.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-17,"AG",33,2,50,700,8,1393,31,17,692,693,FALSE,FALSE,TRUE,FALSE,TRUE,1411.13,760.73,8.53,752.2,650.4,49.87,36.93,3,33.93,12.93,"fp7d",66,62,4,34,100,50.3,49.7,0.6,49.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-17,"AI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-17,"AR",1,1,10,167,2,330,0,9,165,163,FALSE,FALSE,TRUE,FALSE,TRUE,308.47,151.87,2.13,149.73,156.6,10,0.27,0.27,0,9.73,"fp7d",10,0,10,90,100,50.6,50,0.6,49.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
