"date","geoRegion","sex","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202106,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"VD","male",0,"sex",395189,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"VD","male",33,"sex",395189,33,0.01,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.34,34
202101,"VD","male",119,"sex",395189,152,0.03,NA,0.04,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.43,43
202102,"VD","male",2536,"sex",395189,2688,0.64,0.64,0.68,2533,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.472,47.2
202103,"VD","male",4247,"sex",395189,6935,1.07,0.88,1.75,3493.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.418,41.8
202104,"VD","male",5408,"sex",395189,12343,1.37,1.09,3.12,4328.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.448,44.8
202105,"VD","male",5388,"sex",395189,17731,1.36,1.28,4.49,5069.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.453,45.3
202106,"VD","male",6722,"sex",395189,24453,1.7,1.37,6.19,5416.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.435,43.5
202107,"VD","male",5881,"sex",395189,30334,1.49,1.38,7.68,5458.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.456,45.6
202108,"VD","male",5302,"sex",395189,35636,1.34,1.48,9.02,5852.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.441,44.1
202109,"VD","male",4967,"sex",395189,40603,1.26,NA,10.27,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.434,43.4
202110,"VD","male",4543,"sex",395189,45146,1.15,NA,11.42,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.428,42.8
202111,"VD","male",8167,"sex",395189,53313,2.07,NA,13.49,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.453,45.3
202052,"VD","female",0,"sex",409909,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"VD","female",64,"sex",409909,64,0.02,NA,0.02,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.66,66
202101,"VD","female",158,"sex",409909,222,0.04,NA,0.05,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.57,57
202102,"VD","female",2839,"sex",409909,3061,0.69,0.77,0.75,3163.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.528,52.8
202103,"VD","female",5916,"sex",409909,8977,1.44,1.08,2.19,4412.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.582,58.2
202104,"VD","female",6655,"sex",409909,15632,1.62,1.32,3.81,5404.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.552,55.2
202105,"VD","female",6514,"sex",409909,22146,1.59,1.55,5.4,6341.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.547,54.7
202106,"VD","female",8739,"sex",409909,30885,2.13,1.67,7.53,6861.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.565,56.5
202107,"VD","female",7008,"sex",409909,37893,1.71,1.68,9.24,6883.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.544,54.4
202108,"VD","female",6720,"sex",409909,44613,1.64,1.79,10.88,7340.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.559,55.9
202109,"VD","female",6477,"sex",409909,51090,1.58,NA,12.46,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.566,56.6
202110,"VD","female",6074,"sex",409909,57164,1.48,NA,13.95,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.572,57.2
202111,"VD","female",9854,"sex",409909,67018,2.4,NA,16.35,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.547,54.7
202052,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"VD","unknown",0,"sex",NA,0,NA,NA,NA,0.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"VD","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"VD","unknown",2,"sex",NA,2,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"ZG","male",111,"sex",64594,111,0.17,NA,0.17,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.464,46.4
202053,"ZG","male",38,"sex",64594,149,0.06,NA,0.23,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.319,31.9
202101,"ZG","male",113,"sex",64594,262,0.17,NA,0.41,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.366,36.6
202102,"ZG","male",715,"sex",64594,977,1.11,0.83,1.51,533.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.487,48.7
202103,"ZG","male",1991,"sex",64594,2968,3.08,0.94,4.59,607.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.44,44
202104,"ZG","male",349,"sex",64594,3317,0.54,1.35,5.14,874,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.483,48.3
202105,"ZG","male",418,"sex",64594,3735,0.65,1.51,5.78,976.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.447,44.7
202106,"ZG","male",627,"sex",64594,4362,0.97,1.55,6.75,1002.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.495,49.5
202107,"ZG","male",1905,"sex",64594,6267,2.95,1.18,9.7,761.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.451,45.1
202108,"ZG","male",831,"sex",64594,7098,1.29,1.31,10.99,846.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.448,44.8
202109,"ZG","male",897,"sex",64594,7995,1.39,NA,12.38,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.494,49.4
202110,"ZG","male",306,"sex",64594,8301,0.47,NA,12.85,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.445,44.5
202111,"ZG","male",943,"sex",64594,9244,1.46,NA,14.31,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.47,47
202052,"ZG","female",128,"sex",63048,128,0.2,NA,0.2,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.536,53.6
202053,"ZG","female",81,"sex",63048,209,0.13,NA,0.33,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.681,68.1
202101,"ZG","female",196,"sex",63048,405,0.31,NA,0.64,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.634,63.4
202102,"ZG","female",751,"sex",63048,1156,1.19,1.04,1.83,654,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.512,51.2
202103,"ZG","female",2532,"sex",63048,3688,4.02,1.15,5.85,727.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.56,56
202104,"ZG","female",373,"sex",63048,4061,0.59,1.66,6.44,1047.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.517,51.7
202105,"ZG","female",517,"sex",63048,4578,0.82,1.85,7.26,1165.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.553,55.3
202106,"ZG","female",640,"sex",63048,5218,1.02,1.89,8.28,1189.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.505,50.5
202107,"ZG","female",2323,"sex",63048,7541,3.68,1.4,11.96,882.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.549,54.9
202108,"ZG","female",1024,"sex",63048,8565,1.62,1.56,13.58,981.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.552,55.2
202109,"ZG","female",919,"sex",63048,9484,1.46,NA,15.04,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.506,50.6
202110,"ZG","female",382,"sex",63048,9866,0.61,NA,15.65,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.555,55.5
202111,"ZG","female",1063,"sex",63048,10929,1.69,NA,17.33,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.53,53
202052,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202053,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"ZG","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"ZG","unknown",1,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202103,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"ZG","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
