"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"20 - 29","CH",202024,3741,9739,0.105,10.5,1045350,357.87,931.65,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.83
"20 - 29","CH",202025,5456,15195,0.113,11.3,1045350,521.93,1453.58,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.99
"20 - 29","CH",202026,10559,25754,0.184,18.4,1045350,1010.09,2463.67,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"20 - 29","CH",202027,18902,44656,0.27,27,1045350,1808.2,4271.87,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.2
"20 - 29","CH",202028,9979,54635,0.202,20.2,1045350,954.61,5226.48,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.66
"20 - 29","CH",202029,8914,63549,0.209,20.9,1045350,852.73,6079.21,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.04
"20 - 29","CH",202030,7245,70794,0.204,20.4,1045350,693.07,6772.28,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,3.38
"20 - 29","CH",202031,8913,79707,0.239,23.9,1045350,852.63,7624.91,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,4.25
"20 - 29","CH",202032,8728,88435,0.226,22.6,1045350,834.94,8459.85,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.83
"20 - 29","CH",202033,9283,97718,0.223,22.3,1045350,888.03,9347.87,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,6.38
"20 - 29","CH",202034,12980,110698,0.226,22.6,1045350,1241.69,10589.56,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,5.72
"20 - 29","CH",202035,15156,125854,0.207,20.7,1045350,1449.85,12039.41,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,4.76
"20 - 29","CH",202036,17620,143474,0.202,20.2,1045350,1685.56,13724.97,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,4.63
"20 - 29","CH",202037,18220,161694,0.201,20.1,1045350,1742.96,15467.93,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,4.59
"20 - 29","CH",202038,16657,178351,0.197,19.7,1045350,1593.44,17061.37,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,4.55
"20 - 29","CH",202039,14373,192724,0.211,21.1,1045350,1374.95,18436.31,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.85
"20 - 29","CH",202040,15397,208121,0.227,22.7,1045350,1472.9,19909.22,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.22
"20 - 29","CH",202041,21577,229698,0.241,24.1,1045350,2064.09,21973.31,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.71
"20 - 29","CH",202042,29913,259611,0.236,23.6,1045350,2861.53,24834.84,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,13.19
"20 - 29","CH",202043,38646,298257,0.218,21.8,1045350,3696.94,28531.78,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,19.89
"20 - 29","CH",202044,45385,343642,0.209,20.9,1045350,4341.61,32873.39,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,23.05
"20 - 29","CH",202045,40710,384352,0.197,19.7,1045350,3894.39,36767.78,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,23.48
"20 - 29","CH",202046,31994,416346,0.178,17.8,1045350,3060.6,39828.38,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,21.62
"20 - 29","CH",202047,27782,444128,0.176,17.6,1045350,2657.67,42486.06,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,19.3
"20 - 29","CH",202048,27262,471390,0.17,17,1045350,2607.93,45093.99,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,16.53
"20 - 29","CH",202049,27310,498700,0.166,16.6,1045350,2612.52,47706.51,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,16.6
"20 - 29","CH",202050,33255,531955,0.159,15.9,1045350,3181.23,50887.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.34
"20 - 29","CH",202051,39403,571358,0.162,16.2,1045350,3769.36,54657.1,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,11.59
"20 - 29","CH",202052,33508,604866,0.163,16.3,1045350,3205.43,57862.53,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,11.58
"20 - 29","CH",202053,25996,630862,0.175,17.5,1045350,2486.82,60349.36,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,15.62
"20 - 29","CH",202101,30539,661401,0.183,18.3,1045350,2921.41,63270.77,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,13.74
"20 - 29","CH",202102,27830,689231,0.189,18.9,1045350,2662.27,65933.04,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,10.49
"20 - 29","CH",202103,31260,720491,0.192,19.2,1045350,2990.39,68923.42,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,7.59
"20 - 29","CH",202104,27064,747555,0.162,16.2,1045350,2588.99,71512.41,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,6.7
"20 - 29","CH",202105,30241,777796,0.163,16.3,1045350,2892.91,74405.32,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,5.44
"20 - 29","CH",202106,35699,813495,0.185,18.5,1045350,3415.03,77820.35,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,3.99
"20 - 29","CH",202107,31768,845263,0.18,18,1045350,3038.98,80859.33,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,3.88
"20 - 29","CH",202108,26721,871984,0.159,15.9,1045350,2556.18,83415.51,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,4.64
"20 - 29","CH",202109,26839,898823,0.154,15.4,1045350,2567.47,85982.97,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,5.07
"20 - 29","CH",202110,29503,928326,0.151,15.1,1045350,2822.31,88805.28,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,5.44
"20 - 29","CH",202111,34362,962688,0.149,14.9,1045350,3287.13,92092.41,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,5.33
"20 - 29","CH",202112,11002,973690,0.15,15,1045350,1052.47,93144.88,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,6.54
"30 - 39","CH",202009,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202010,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202011,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202012,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202013,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202014,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202015,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202016,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202017,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202018,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202019,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202020,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202021,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202022,3801,3801,0.144,14.4,1229176,309.23,309.23,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.61
"30 - 39","CH",202023,3741,7542,0.146,14.6,1229176,304.35,613.58,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.51
"30 - 39","CH",202024,5454,12996,0.153,15.3,1229176,443.71,1057.29,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.57
"30 - 39","CH",202025,7882,20878,0.163,16.3,1229176,641.24,1698.54,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.38
"30 - 39","CH",202026,9820,30698,0.171,17.1,1229176,798.91,2497.45,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.73
"30 - 39","CH",202027,11510,42208,0.165,16.5,1229176,936.4,3433.85,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.27
"30 - 39","CH",202028,9764,51972,0.198,19.8,1229176,794.35,4228.2,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.53
"30 - 39","CH",202029,8835,60807,0.208,20.8,1229176,718.77,4946.97,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.99
"30 - 39","CH",202030,7257,68064,0.204,20.4,1229176,590.4,5537.37,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.65
"30 - 39","CH",202031,7467,75531,0.2,20,1229176,607.48,6144.85,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.04
"30 - 39","CH",202032,7844,83375,0.203,20.3,1229176,638.15,6783,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.15
"30 - 39","CH",202033,8416,91791,0.202,20.2,1229176,684.69,7467.69,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.92
"30 - 39","CH",202034,11141,102932,0.194,19.4,1229176,906.38,8374.07,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.8
"30 - 39","CH",202035,15059,117991,0.205,20.5,1229176,1225.13,9599.19,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,3.05
"30 - 39","CH",202036,18440,136431,0.212,21.2,1229176,1500.19,11099.39,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.05
"30 - 39","CH",202037,18291,154722,0.202,20.2,1229176,1488.07,12587.46,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.24
"30 - 39","CH",202038,16204,170926,0.192,19.2,1229176,1318.28,13905.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.76
"30 - 39","CH",202039,12842,183768,0.189,18.9,1229176,1044.76,14950.5,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.81
"30 - 39","CH",202040,13499,197267,0.199,19.9,1229176,1098.22,16048.72,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.67
"30 - 39","CH",202041,18210,215477,0.204,20.4,1229176,1481.48,17530.2,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.17
"30 - 39","CH",202042,25678,241155,0.203,20.3,1229176,2089.04,19619.24,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,13.79
"30 - 39","CH",202043,35024,276179,0.198,19.8,1229176,2849.39,22468.63,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,20.92
"30 - 39","CH",202044,40784,316963,0.188,18.8,1229176,3318,25786.62,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,24.59
"30 - 39","CH",202045,38484,355447,0.186,18.6,1229176,3130.88,28917.5,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,24.04
"30 - 39","CH",202046,33942,389389,0.189,18.9,1229176,2761.36,31678.86,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,20.98
"30 - 39","CH",202047,30132,419521,0.191,19.1,1229176,2451.4,34130.26,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,17.43
"30 - 39","CH",202048,30594,450115,0.191,19.1,1229176,2488.98,36619.25,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,15.03
"30 - 39","CH",202049,31875,481990,0.194,19.4,1229176,2593.2,39212.45,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,14.87
"30 - 39","CH",202050,40537,522527,0.193,19.3,1229176,3297.9,42510.35,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,12.54
"30 - 39","CH",202051,51926,574453,0.214,21.4,1229176,4224.46,46734.8,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,9.64
"30 - 39","CH",202052,46144,620597,0.224,22.4,1229176,3754.06,50488.86,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,9.26
"30 - 39","CH",202053,29602,650199,0.199,19.9,1229176,2408.28,52897.14,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,13.99
"30 - 39","CH",202101,31122,681321,0.187,18.7,1229176,2531.94,55429.08,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,12.57
"30 - 39","CH",202102,26685,708006,0.182,18.2,1229176,2170.97,57600.05,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,10.01
"30 - 39","CH",202103,28612,736618,0.176,17.6,1229176,2327.74,59927.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,8.15
"30 - 39","CH",202104,31938,768556,0.191,19.1,1229176,2598.33,62526.12,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,6.47
"30 - 39","CH",202105,35499,804055,0.191,19.1,1229176,2888.03,65414.15,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,5.23
"30 - 39","CH",202106,36222,840277,0.187,18.7,1229176,2946.85,68361,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.14
"30 - 39","CH",202107,34187,874464,0.194,19.4,1229176,2781.29,71142.29,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,3.78
"30 - 39","CH",202108,32509,906973,0.194,19.4,1229176,2644.78,73787.07,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,4.24
"30 - 39","CH",202109,32976,939949,0.189,18.9,1229176,2682.77,76469.85,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,4
"30 - 39","CH",202110,37150,977099,0.191,19.1,1229176,3022.35,79492.2,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,4.02
"30 - 39","CH",202111,44108,1021207,0.192,19.2,1229176,3588.42,83080.62,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,4.34
"30 - 39","CH",202112,13730,1034937,0.187,18.7,1229176,1117.01,84197.63,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,4.99
"40 - 49","CH",202009,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202010,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202011,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202012,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202013,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202014,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202015,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202016,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202017,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202018,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202019,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202020,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202021,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202022,3307,3307,0.126,12.6,1198325,275.97,275.97,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.94
"40 - 49","CH",202023,3249,6556,0.127,12.7,1198325,271.13,547.1,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.46
"40 - 49","CH",202024,4537,11093,0.127,12.7,1198325,378.61,925.71,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.62
"40 - 49","CH",202025,6427,17520,0.133,13.3,1198325,536.33,1462.04,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.34
"40 - 49","CH",202026,8518,26038,0.149,14.9,1198325,710.83,2172.87,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.79
"40 - 49","CH",202027,9308,35346,0.133,13.3,1198325,776.75,2949.62,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.11
"40 - 49","CH",202028,7544,42890,0.153,15.3,1198325,629.55,3579.16,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.5
"40 - 49","CH",202029,6403,49293,0.15,15,1198325,534.33,4113.49,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.19
"40 - 49","CH",202030,5395,54688,0.152,15.2,1198325,450.21,4563.7,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.43
"40 - 49","CH",202031,5312,60000,0.142,14.2,1198325,443.29,5006.99,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.5
"40 - 49","CH",202032,5567,65567,0.144,14.4,1198325,464.57,5471.55,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,2.98
"40 - 49","CH",202033,6033,71600,0.145,14.5,1198325,503.45,5975.01,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.33
"40 - 49","CH",202034,8019,79619,0.139,13.9,1198325,669.18,6644.19,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.24
"40 - 49","CH",202035,10707,90326,0.146,14.6,1198325,893.5,7537.69,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.89
"40 - 49","CH",202036,13217,103543,0.152,15.2,1198325,1102.96,8640.64,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,2.91
