"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"10 - 19","TI",202028,231,883,0.14,14,33625,686.99,2626.02,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.73
"10 - 19","TI",202029,142,1025,0.096,9.6,33625,422.3,3048.33,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.41
"10 - 19","TI",202030,147,1172,0.095,9.5,33625,437.17,3485.5,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,0.68
"10 - 19","TI",202031,149,1321,0.119,11.9,33625,443.12,3928.62,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,2.68
"10 - 19","TI",202032,125,1446,0.104,10.4,33625,371.75,4300.37,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,0.8
"10 - 19","TI",202033,121,1567,0.111,11.1,33625,359.85,4660.22,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.13
"10 - 19","TI",202034,235,1802,0.137,13.7,33625,698.88,5359.11,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,2.13
"10 - 19","TI",202035,416,2218,0.173,17.3,33625,1237.17,6596.28,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.16
"10 - 19","TI",202036,517,2735,0.216,21.6,33625,1537.55,8133.83,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.93
"10 - 19","TI",202037,566,3301,0.214,21.4,33625,1683.27,9817.1,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,1.06
"10 - 19","TI",202038,705,4006,0.222,22.2,33625,2096.65,11913.75,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,0.85
"10 - 19","TI",202039,541,4547,0.218,21.8,33625,1608.92,13522.68,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,0.18
"10 - 19","TI",202040,437,4984,0.174,17.4,33625,1299.63,14822.3,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,1.37
"10 - 19","TI",202041,554,5538,0.158,15.8,33625,1647.58,16469.89,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,3.61
"10 - 19","TI",202042,759,6297,0.14,14,33625,2257.25,18727.14,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,7.38
"10 - 19","TI",202043,1001,7298,0.126,12.6,33625,2976.95,21704.09,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,11.89
"10 - 19","TI",202044,877,8175,0.101,10.1,33625,2608.18,24312.27,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,22.23
"10 - 19","TI",202045,584,8759,0.068,6.8,33625,1736.8,26049.07,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,28.94
"10 - 19","TI",202046,666,9425,0.077,7.7,33625,1980.67,28029.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,20.72
"10 - 19","TI",202047,580,10005,0.073,7.3,33625,1724.91,29754.65,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,18.45
"10 - 19","TI",202048,624,10629,0.08,8,33625,1855.76,31610.41,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,17.47
"10 - 19","TI",202049,629,11258,0.08,8,33625,1870.63,33481.04,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,18.44
"10 - 19","TI",202050,739,11997,0.079,7.9,33625,2197.77,35678.81,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,19.22
"10 - 19","TI",202051,926,12923,0.07,7,33625,2753.9,38432.71,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,13.71
"10 - 19","TI",202052,605,13528,0.065,6.5,33625,1799.26,40231.97,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,18.18
"10 - 19","TI",202053,534,14062,0.067,6.7,33625,1588.1,41820.07,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,17.79
"10 - 19","TI",202101,742,14804,0.086,8.6,33625,2206.69,44026.77,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,16.31
"10 - 19","TI",202102,536,15340,0.072,7.2,33625,1594.05,45620.82,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,14.74
"10 - 19","TI",202103,1009,16349,0.131,13.1,33625,3000.74,48621.56,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,7.23
"10 - 19","TI",202104,504,16853,0.083,8.3,33625,1498.88,50120.45,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,9.33
"10 - 19","TI",202105,739,17592,0.103,10.3,33625,2197.77,52318.22,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,6.36
"10 - 19","TI",202106,1024,18616,0.125,12.5,33625,3045.35,55363.57,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,3.32
"10 - 19","TI",202107,514,19130,0.076,7.6,33625,1528.62,56892.19,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,6.03
"10 - 19","TI",202108,583,19713,0.082,8.2,33625,1733.83,58626.02,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,6
"10 - 19","TI",202109,692,20405,0.097,9.7,33625,2057.99,60684.01,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,5.78
"10 - 19","TI",202110,970,21375,0.11,11,33625,2884.76,63568.77,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,8.25
"10 - 19","TI",202111,1058,22433,0.113,11.3,33625,3146.47,66715.24,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,7.28
"10 - 19","TI",202112,315,22748,0.105,10.5,33625,936.8,67652.04,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,9.21
"10 - 19","UR",202009,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202010,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202011,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202012,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202013,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202014,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202015,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202016,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202017,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202018,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202019,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202020,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202021,NA,NA,NA,NA,3794,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202022,5,5,0.135,13.5,3794,131.79,131.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202023,3,8,0.086,8.6,3794,79.07,210.86,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202024,8,16,0.136,13.6,3794,210.86,421.72,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202025,17,33,0.179,17.9,3794,448.08,869.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202026,26,59,0.158,15.8,3794,685.29,1555.09,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202027,47,106,0.162,16.2,3794,1238.8,2793.89,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,4.26
"10 - 19","UR",202028,18,124,0.129,12.9,3794,474.43,3268.32,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202029,15,139,0.135,13.5,3794,395.36,3663.68,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202030,8,147,0.088,8.8,3794,210.86,3874.54,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,12.5
"10 - 19","UR",202031,10,157,0.104,10.4,3794,263.57,4138.11,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202032,5,162,0.06,6,3794,131.79,4269.9,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202033,7,169,0.051,5.1,3794,184.5,4454.4,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202034,15,184,0.105,10.5,3794,395.36,4849.76,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202035,20,204,0.141,14.1,3794,527.15,5376.91,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,5
"10 - 19","UR",202036,26,230,0.167,16.7,3794,685.29,6062.2,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202037,23,253,0.146,14.6,3794,606.22,6668.42,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202038,29,282,0.163,16.3,3794,764.36,7432.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202039,14,296,0.104,10.4,3794,369,7801.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"10 - 19","UR",202040,28,324,0.146,14.6,3794,738.01,8539.8,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,3.57
"10 - 19","UR",202041,17,341,0.077,7.7,3794,448.08,8987.88,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,11.76
"10 - 19","UR",202042,25,366,0.077,7.7,3794,658.94,9646.81,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,12
"10 - 19","UR",202043,41,407,0.097,9.7,3794,1080.65,10727.46,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,14.63
"10 - 19","UR",202044,77,484,0.15,15,3794,2029.52,12756.98,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,24.68
"10 - 19","UR",202045,71,555,0.174,17.4,3794,1871.38,14628.36,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,25.35
"10 - 19","UR",202046,49,604,0.107,10.7,3794,1291.51,15919.87,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,16.33
"10 - 19","UR",202047,58,662,0.104,10.4,3794,1528.73,17448.6,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,18.97
"10 - 19","UR",202048,35,697,0.083,8.3,3794,922.51,18371.11,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,14.29
"10 - 19","UR",202049,57,754,0.094,9.4,3794,1502.37,19873.48,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,15.79
"10 - 19","UR",202050,28,782,0.103,10.3,3794,738.01,20611.49,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,35.71
"10 - 19","UR",202051,41,823,0.099,9.9,3794,1080.65,21692.15,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,21.95
"10 - 19","UR",202052,28,851,0.061,6.1,3794,738.01,22430.15,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,25
"10 - 19","UR",202053,25,876,0.059,5.9,3794,658.94,23089.09,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,32
"10 - 19","UR",202101,34,910,0.082,8.2,3794,896.15,23985.24,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,29.41
"10 - 19","UR",202102,83,993,0.147,14.7,3794,2187.66,26172.9,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,18.07
"10 - 19","UR",202103,45,1038,0.093,9.3,3794,1186.08,27358.99,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,6.67
"10 - 19","UR",202104,30,1068,0.065,6.5,3794,790.72,28149.71,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,6.67
"10 - 19","UR",202105,39,1107,0.079,7.9,3794,1027.94,29177.65,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,7.69
"10 - 19","UR",202106,70,1177,0.127,12.7,3794,1845.02,31022.67,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,7.14
"10 - 19","UR",202107,41,1218,0.091,9.1,3794,1080.65,32103.32,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.88
"10 - 19","UR",202108,39,1257,0.088,8.8,3794,1027.94,33131.26,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,2.56
"10 - 19","UR",202109,49,1306,0.1,10,3794,1291.51,34422.77,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,24.49
"10 - 19","UR",202110,89,1395,0.133,13.3,3794,2345.81,36768.58,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,17.98
"10 - 19","UR",202111,83,1478,0.101,10.1,3794,2187.66,38956.25,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,14.46
"10 - 19","UR",202112,36,1514,0.164,16.4,3794,948.87,39905.11,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,30.56
"10 - 19","VD",202009,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202010,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202011,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202012,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202013,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202014,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202015,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202016,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202017,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202018,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202019,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202020,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202021,NA,NA,NA,NA,89543,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202022,290,290,0.073,7.3,89543,323.87,323.87,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.69
"10 - 19","VD",202023,428,718,0.094,9.4,89543,477.98,801.85,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","VD",202024,814,1532,0.139,13.9,89543,909.06,1710.91,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.25
"10 - 19","VD",202025,1534,3066,0.198,19.8,89543,1713.14,3424.05,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.13
"10 - 19","VD",202026,1495,4561,0.196,19.6,89543,1669.59,5093.64,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.13
"10 - 19","VD",202027,1277,5838,0.16,16,89543,1426.13,6519.77,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.94
"10 - 19","VD",202028,627,6465,0.11,11,89543,700.22,7219.99,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.12
"10 - 19","VD",202029,383,6848,0.077,7.7,89543,427.73,7647.72,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.57
"10 - 19","VD",202030,296,7144,0.075,7.5,89543,330.57,7978.29,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,0.68
"10 - 19","VD",202031,298,7442,0.066,6.6,89543,332.8,8311.09,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,4.7
"10 - 19","VD",202032,332,7774,0.071,7.1,89543,370.77,8681.86,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,5.42
"10 - 19","VD",202033,506,8280,0.107,10.7,89543,565.09,9246.95,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,2.57
"10 - 19","VD",202034,921,9201,0.133,13.3,89543,1028.56,10275.51,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,4.67
"10 - 19","VD",202035,1021,10222,0.121,12.1,89543,1140.23,11415.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,4.31
"10 - 19","VD",202036,1428,11650,0.133,13.3,89543,1594.76,13010.51,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,5.88
"10 - 19","VD",202037,2441,14091,0.169,16.9,89543,2726.06,15736.57,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,5.04
"10 - 19","VD",202038,2614,16705,0.187,18.7,89543,2919.27,18655.84,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,5.85
"10 - 19","VD",202039,1421,18126,0.149,14.9,89543,1586.95,20242.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,5.56
"10 - 19","VD",202040,1044,19170,0.121,12.1,89543,1165.92,21408.71,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.56
"10 - 19","VD",202041,1568,20738,0.131,13.1,89543,1751.11,23159.82,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,7.72
"10 - 19","VD",202042,1147,21885,0.083,8.3,89543,1280.95,24440.77,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,14.04
