Provincias;Sexo;Edad (grupos quinquenales);Tipo de dato;Periodo;Total
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM20;840
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM19;848
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM18;908
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM17;1.014
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM16;1.269
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM15;1.734
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM14;2.329
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM13;2.526
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM12;1.486
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM11;1.009
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM10;901
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM09;815
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM08;889
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM07;931
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM06;925
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM05;1.039
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM04;985
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM03;1.041
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM02;948
Total Nacional;Total;De 75 a 79 años  ;Dato base;2020SM01;899
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM53;1.399
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM52;1.335
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM51;1.421
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM50;1.436
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM49;1.498
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM48;1.484
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM47;1.473
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM46;1.610
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM45;1.681
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM44;1.483
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM43;1.444
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM42;1.370
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM41;1.263
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM40;1.250
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM39;1.235
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM38;1.213
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM37;1.229
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM36;1.172
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM35;1.174
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM34;1.173
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM33;1.246
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM32;1.294
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM31;1.296
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM30;1.141
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM29;1.152
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM28;1.150
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM27;1.153
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM26;1.067
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM25;1.061
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM24;1.018
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM23;1.058
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM22;1.073
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM21;1.113
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM20;1.082
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM19;1.181
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM18;1.300
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM17;1.544
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM16;1.959
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM15;2.692
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM14;3.372
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM13;3.300
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM12;2.088
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM11;1.412
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM10;1.243
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM09;1.213
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM08;1.239
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM07;1.319
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM06;1.360
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM05;1.399
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM04;1.460
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM03;1.461
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM02;1.437
Total Nacional;Total;De 80 a 84 años  ;Dato base;2020SM01;1.208
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM53;2.039
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM52;1.980
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM51;2.051
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM50;2.083
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM49;2.055
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM48;2.105
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM47;2.278
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM46;2.310
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM45;2.315
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM44;2.145
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM43;2.127
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM42;1.843
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM41;1.901
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM40;1.765
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM39;1.724
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM38;1.807
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM37;1.718
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM36;1.656
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM35;1.645
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM34;1.699
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM33;1.725
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM32;1.786
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM31;1.862
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM30;1.753
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM29;1.614
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM28;1.665
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM27;1.647
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM26;1.503
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM25;1.495
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM24;1.381
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM23;1.428
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM22;1.612
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM21;1.531
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM20;1.632
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM19;1.801
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM18;1.999
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM17;2.301
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM16;3.062
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM15;4.098
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM14;4.893
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM13;4.402
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM12;2.920
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM11;2.059
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM10;1.853
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM09;1.795
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM08;1.789
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM07;1.883
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM06;1.899
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM05;2.223
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM04;2.241
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM03;2.174
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM02;2.054
Total Nacional;Total;De 85 a 89 años  ;Dato base;2020SM01;1.898
Total Nacional;Total;90 y más años;Dato base;2020SM53;2.415
Total Nacional;Total;90 y más años;Dato base;2020SM52;2.388
Total Nacional;Total;90 y más años;Dato base;2020SM51;2.471
Total Nacional;Total;90 y más años;Dato base;2020SM50;2.518
Total Nacional;Total;90 y más años;Dato base;2020SM49;2.529
Total Nacional;Total;90 y más años;Dato base;2020SM48;2.498
Total Nacional;Total;90 y más años;Dato base;2020SM47;2.507
Total Nacional;Total;90 y más años;Dato base;2020SM46;2.558
Total Nacional;Total;90 y más años;Dato base;2020SM45;2.739
Total Nacional;Total;90 y más años;Dato base;2020SM44;2.426
Total Nacional;Total;90 y más años;Dato base;2020SM43;2.474
Total Nacional;Total;90 y más años;Dato base;2020SM42;2.172
Total Nacional;Total;90 y más años;Dato base;2020SM41;2.147
Total Nacional;Total;90 y más años;Dato base;2020SM40;2.002
Total Nacional;Total;90 y más años;Dato base;2020SM39;2.021
Total Nacional;Total;90 y más años;Dato base;2020SM38;2.067
Total Nacional;Total;90 y más años;Dato base;2020SM37;2.033
Total Nacional;Total;90 y más años;Dato base;2020SM36;1.922
Total Nacional;Total;90 y más años;Dato base;2020SM35;1.973
Total Nacional;Total;90 y más años;Dato base;2020SM34;2.066
Total Nacional;Total;90 y más años;Dato base;2020SM33;2.129
Total Nacional;Total;90 y más años;Dato base;2020SM32;2.270
Total Nacional;Total;90 y más años;Dato base;2020SM31;2.215
Total Nacional;Total;90 y más años;Dato base;2020SM30;2.006
Total Nacional;Total;90 y más años;Dato base;2020SM29;1.943
Total Nacional;Total;90 y más años;Dato base;2020SM28;1.987
Total Nacional;Total;90 y más años;Dato base;2020SM27;1.996
Total Nacional;Total;90 y más años;Dato base;2020SM26;1.953
Total Nacional;Total;90 y más años;Dato base;2020SM25;1.716
Total Nacional;Total;90 y más años;Dato base;2020SM24;1.643
Total Nacional;Total;90 y más años;Dato base;2020SM23;1.772
Total Nacional;Total;90 y más años;Dato base;2020SM22;1.953
Total Nacional;Total;90 y más años;Dato base;2020SM21;1.942
Total Nacional;Total;90 y más años;Dato base;2020SM20;1.810
Total Nacional;Total;90 y más años;Dato base;2020SM19;2.225
Total Nacional;Total;90 y más años;Dato base;2020SM18;2.416
Total Nacional;Total;90 y más años;Dato base;2020SM17;3.044
Total Nacional;Total;90 y más años;Dato base;2020SM16;4.003
Total Nacional;Total;90 y más años;Dato base;2020SM15;5.318
Total Nacional;Total;90 y más años;Dato base;2020SM14;6.018
Total Nacional;Total;90 y más años;Dato base;2020SM13;4.954
Total Nacional;Total;90 y más años;Dato base;2020SM12;3.158
Total Nacional;Total;90 y más años;Dato base;2020SM11;2.457
Total Nacional;Total;90 y más años;Dato base;2020SM10;2.145
Total Nacional;Total;90 y más años;Dato base;2020SM09;2.285
Total Nacional;Total;90 y más años;Dato base;2020SM08;2.173
Total Nacional;Total;90 y más años;Dato base;2020SM07;2.321
Total Nacional;Total;90 y más años;Dato base;2020SM06;2.499
Total Nacional;Total;90 y más años;Dato base;2020SM05;2.640
Total Nacional;Total;90 y más años;Dato base;2020SM04;2.634
Total Nacional;Total;90 y más años;Dato base;2020SM03;2.630
Total Nacional;Total;90 y más años;Dato base;2020SM02;2.543
Total Nacional;Total;90 y más años;Dato base;2020SM01;2.310
